Data Request:BPS Energy Report Request Template,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73,...74,...75,...76,...77,...78,...79,...80,...81,...82,...83,...84,...85,...86,...87,...88,...89,...90,...91,...92,...93,...94,...95,...96,...97
28033348,Carpark 238,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,9 MADISON AVE,Toronto,M5R 2S2,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 09:30 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524376030095,45106.526030092595
28033349,Carpark 240,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,700 St Clair Ave W,Toronto,M6C 1B3,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,3262.6,11.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,11.7,23,Not Available,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524356493057,45106.526030092595
28033350,Carpark 241,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,9 Bonar Pl,Toronto,M6H 1E4,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524351585649,45106.526030092595
28033351,Carpark 244,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,1439 DANFORTH AVE,Toronto,M4J 1N3,1.9,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524258229168,45106.526030092595
28033352,Carpark 248,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,136 BROADVIEW AVE,Toronto,M4M 2G2,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,4628.1000000000004,16.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,16.7,32.700000000000003,Not Available,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524341793978,45106.526030092595
28033353,Carpark 251,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,201 CLAREMONT ST,Toronto,M6J 2N2,4,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524275104166,45106.526030092595
28033354,Carpark 252,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,150 Westmount Ave,Toronto,M6E 3M8,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 09:30 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524279826386,45106.526030092595
28033355,Carpark 256,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,1624 QUEEN ST W,Toronto,M6R 1B2,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524312071757,45106.526030092595
28033356,Carpark 26,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,33 QUEEN ST E,Toronto,M5C 1R5,16075,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Possible Issue,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524289201392,45106.526030092595
28033357,Carpark 260,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,94 NORTHCLIFFE BLVD,Toronto,M6H 3H2,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,3432.6,12.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,12.4,24.2,Not Available,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524315000002,45106.526030092595
28033358,Carpark 261,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,45 ABELL ST,Toronto,M6J 0A9,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,127793.8,460,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,460,901.7,Not Available,Not Available,Not Available,Not Available,Not Available,3.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524263391206,45106.526030092595
28033359,Carpark 262,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,300 Queen St. W,Toronto,M5V 2A4,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,250923.1,903.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,903.3,1770.4,Not Available,Not Available,Not Available,Not Available,Not Available,7.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524294814815,45106.526030092595
28033360,Carpark 271,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,800 FLEET ST,Toronto,M5V 1A9,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,8576.1,30.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,30.9,60.5,Not Available,Not Available,Not Available,Not Available,Not Available,0.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524262037034,45106.526030092595
28033361,Carpark 277,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,242 DANFORTH AVE,Toronto,M4K 1N6,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524390393519,45106.526030092595
28033362,Carpark 279,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,287 RUSHTON RD,Toronto,M6C 2X6,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,2823.7,10.199999999999999,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,10.199999999999999,19.899999999999999,Not Available,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524273819443,45106.526030092595
28033363,Carpark 28,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,670 PAPE AVE,Toronto,M4K 3S5,7.1,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524307534724,45106.526030092595
28033364,Carpark 287,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,1091 Eastern Ave,Toronto,M4L 1A8,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,2539.4,9.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,9.1,17.899999999999999,Not Available,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524338692128,45106.526030092595
28033365,Carpark 29,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,75 HOLLY ST,Toronto,M4S 3A5,42.7,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,431842,1554.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,1554.6,3047,Not Available,Not Available,Not Available,Not Available,Not Available,12.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524349965279,45106.526030092595
28033366,Carpark 300,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,185 QUEENS QUAY E,Toronto,M5A 1B6,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524303113423,45106.526030092595
28033367,Carpark 34,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,1 DUNDAS ST E,Toronto,M5B 2L6,2461.9,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,463071.1,1667,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,1667,3267.3,Not Available,Not Available,Not Available,Not Available,Not Available,13.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524328969906,45106.526030092595
28033368,Carpark 36 (Nathan Phillips Square),Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,100 QUEEN ST W,Toronto,M5H 2N1,55600,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,3314228.4,11930.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Possible Issue,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524324583334,45106.526030092595
28033369,Carpark 39,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,20 CASTLEFIELD AVE,Toronto,M4R 1G4,3495,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524294641204,45106.526030092595
28033370,Carpark 400,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,10 KINGSDALE AVE,North York,M2N 3W1,4.5999999999999996,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,5876.1,21.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,21.2,41.5,Not Available,Not Available,Not Available,Not Available,Not Available,0.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524317442127,45106.526030092595
28033371,Carpark 402,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,10 EMPRESS AVE,North York,M2N 3T3,0,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,6303.2,22.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,22.7,44.5,Not Available,Not Available,Not Available,Not Available,Not Available,0.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.52434207176,45106.526030092595
28033372,Carpark 403,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,10 HARLANDALE AVE,North York,M2N 7H9,9.3000000000000007,Parking,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,7834.2,28.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,28.2,55.3,Not Available,Not Available,Not Available,Not Available,Not Available,0.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Parking (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524290740737,45106.526030092595
